id,code,service,usedInTrip,brand,model,productionYear,floorHeight,passengersDoors
440,1034,009-03,3220643,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-06,3212280,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
441,1037,009-33,3226301,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
141538,1053,009-04,3214663,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
510,1501,009-31,3225727,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
145741,1056,009-34,3226516,Pesa  Bydgoszcz  S.A.,128NG,2019,Pojazd niskopodłogowy,12
445,1036,009-05,3216994,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
410,1013,009-35,3225396,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
489,1024,009-06,3212281,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
510,1501,009-31,3225728,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
404,1014,009-01,3212023,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
446,1039,009-02,3212582,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-03,3220646,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
404,1014,009-01,3212024,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
445,1036,009-05,3216997,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
446,1039,009-02,3212583,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-06,3212284,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-03,3220647,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
445,1036,009-05,3216998,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
446,1039,009-02,3212584,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-06,3212285,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-03,3220648,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
446,1039,009-02,3212585,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-03,3220649,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3228946,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
414,1020,009-06,3243594,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243121,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3229024,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
141536,1051,009-15,3229042,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
414,1020,009-06,3243595,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-16,3229046,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243122,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-11,3229050,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
272,1007,009-05,3248061,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
420,1026,009-02,3243428,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
141536,1051,009-15,3247451,Pesa  Bydgoszcz  S.A.,128NG,2014,Pojazd niskopodłogowy,12
267,1001,009-12,3229054,Alstom Konstal,NGd99,1999,Pojazd częściowo niskopodłogowy,5
414,1020,009-06,3243596,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-16,3250089,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243123,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-11,3251432,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
420,1026,009-02,3243429,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
267,1001,009-12,3251498,Alstom Konstal,NGd99,1999,Pojazd częściowo niskopodłogowy,5
417,1023,009-03,3248175,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
419,1025,009-04,3245976,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248064,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
414,1020,009-06,3243599,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
417,1023,009-03,3248176,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243126,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
419,1025,009-04,3245977,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
420,1026,009-02,3243432,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248065,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
417,1023,009-03,3248177,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
414,1020,009-06,3243600,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
419,1025,009-04,3245978,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243127,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248066,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
420,1026,009-02,3243433,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
417,1023,009-03,3248178,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243128,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
419,1025,009-04,3245979,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
420,1026,009-02,3243434,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248067,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
417,1023,009-03,3248179,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243129,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
419,1025,009-04,3245980,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
420,1026,009-02,3243435,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248068,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
417,1023,009-03,3248180,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
453,1041,009-35,3254866,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
414,1020,009-06,3243603,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
443,1033,009-01,3243130,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
510,1501,009-31,3229082,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
419,1025,009-04,3245981,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
420,1026,009-02,3243436,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
272,1007,009-05,3248069,Bombardier,NGT6-2,2007,Pojazd częściowo niskopodłogowy,5
280,1502,009-32,3229088,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
